Amount,Average,Candidates,Chamber,District,State,Year
"$247,555","$30,944",8,State Assembly,67,Wisconsin,2010
"$94,152","$47,076",2,State Assembly,67,Wisconsin,2008
"$134,714","$67,357",2,State Assembly,67,Wisconsin,2006
"$71,612","$35,806",2,State Assembly,67,Wisconsin,2004
"$66,885","$13,377",5,State Assembly,67,Wisconsin,2002
"$47,115","$23,558",2,State Assembly,67,Wisconsin,2000
"$1,358,155","$43,811",31,State Assembly,67,Wisconsin,Total
"$528,589","$264,295",2,State Assembly,68,Wisconsin,2016
"$236,008","$118,004",2,State Assembly,68,Wisconsin,2014
"$168,530","$84,265",2,State Assembly,68,Wisconsin,2012
"$142,885","$71,443",2,State Assembly,68,Wisconsin,2010
"$264,669","$132,335",2,State Assembly,68,Wisconsin,2008
"$105,513","$52,757",2,State Assembly,68,Wisconsin,2006
"$175,265","$87,633",2,State Assembly,68,Wisconsin,2004
"$40,046","$20,023",2,State Assembly,68,Wisconsin,2002
"$104,950","$52,475",2,State Assembly,68,Wisconsin,2000
"$1,766,455","$98,136",18,State Assembly,68,Wisconsin,Total
"$50,639","$50,639",1,State Assembly,69,Wisconsin,2016
"$38,419","$19,210",2,State Assembly,69,Wisconsin,2014
"$203,147","$101,574",2,State Assembly,69,Wisconsin,2012
"$24,833","$24,833",1,State Assembly,69,Wisconsin,2010
"$74,749","$37,375",2,State Assembly,69,Wisconsin,2008
"$79,450","$39,725",2,State Assembly,69,Wisconsin,2006
"$48,375","$24,188",2,State Assembly,69,Wisconsin,2004
"$33,360","$16,680",2,State Assembly,69,Wisconsin,2002
"$56,281","$28,141",2,State Assembly,69,Wisconsin,2000
"$609,253","$38,078",16,State Assembly,69,Wisconsin,Total
"$89,365","$44,683",2,State Assembly,70,Wisconsin,2016
"$352,633","$176,317",2,State Assembly,70,Wisconsin,2014
"$215,557","$71,852",3,State Assembly,70,Wisconsin,2012
"$65,629","$21,876",3,State Assembly,70,Wisconsin,2010
"$54,757","$27,379",2,State Assembly,70,Wisconsin,2008
"$90,764","$45,382",2,State Assembly,70,Wisconsin,2006
"$62,467","$31,234",2,State Assembly,70,Wisconsin,2004
"$139,954","$23,326",6,State Assembly,70,Wisconsin,2002
"$178,258","$59,419",3,State Assembly,70,Wisconsin,2000
"$1,249,384","$49,975",25,State Assembly,70,Wisconsin,Total
"$50,097","$50,097",1,State Assembly,71,Wisconsin,2016
"$34,104","$34,104",1,State Assembly,71,Wisconsin,2014
"$72,853","$8,095",9,State Assembly,71,Wisconsin,2012
"$68,163","$34,082",2,State Assembly,71,Wisconsin,2010
"$21,683","$10,842",2,State Assembly,71,Wisconsin,2008
"$21,908","$21,908",1,State Assembly,71,Wisconsin,2006
"$22,446","$11,223",2,State Assembly,71,Wisconsin,2004
"$29,179","$14,590",2,State Assembly,71,Wisconsin,2002
"$48,477","$24,239",2,State Assembly,71,Wisconsin,2000
"$368,910","$16,769",22,State Assembly,71,Wisconsin,Total
"$120,646","$40,215",3,State Assembly,72,Wisconsin,2016
"$154,886","$51,629",3,State Assembly,72,Wisconsin,2014
"$188,465","$94,233",2,State Assembly,72,Wisconsin,2012
"$34,839","$6,968",5,State Assembly,72,Wisconsin,2010
"$22,368","$7,456",3,State Assembly,72,Wisconsin,2008
"$22,203","$11,102",2,State Assembly,72,Wisconsin,2006
"$19,058","$9,529",2,State Assembly,72,Wisconsin,2004
"$6,629","$3,315",2,State Assembly,72,Wisconsin,2002
"$41,563","$13,854",3,State Assembly,72,Wisconsin,2000
"$610,657","$24,426",25,State Assembly,72,Wisconsin,Total
"$4,828","$4,828",1,State Assembly,73,Wisconsin,2016
"$5,771","$5,771",1,State Assembly,73,Wisconsin,2014
"$9,769","$9,769",1,State Assembly,73,Wisconsin,2012
"$48,841","$24,421",2,State Assembly,73,Wisconsin,2010
"$75,985","$18,996",4,State Assembly,73,Wisconsin,2008
"$16,620","$8,310",2,State Assembly,73,Wisconsin,2006
"$49,035","$16,345",3,State Assembly,73,Wisconsin,2004
"$14,521","$4,840",3,State Assembly,73,Wisconsin,2002
"$38,946","$19,473",2,State Assembly,73,Wisconsin,2000
"$264,316","$13,911",19,State Assembly,73,Wisconsin,Total
"$24,105","$24,105",1,State Assembly,74,Wisconsin,2016
"$68,550","$22,850",3,State Assembly,74,Wisconsin,2014
"$72,275","$36,138",2,State Assembly,74,Wisconsin,2012
"$90,144","$45,072",2,State Assembly,74,Wisconsin,2010
"$49,770","$16,590",3,State Assembly,74,Wisconsin,2008
"$72,679","$24,226",3,State Assembly,74,Wisconsin,2006
"$180,117","$90,059",2,State Assembly,74,Wisconsin,2004
"$11,050","$11,050",1,State Assembly,74,Wisconsin,2002
"$50,902","$25,451",2,State Assembly,74,Wisconsin,2000
"$619,592","$32,610",19,State Assembly,74,Wisconsin,Total
"$252,761","$126,381",2,State Assembly,75,Wisconsin,2016
"$231,288","$77,096",3,State Assembly,75,Wisconsin,2014
"$203,350","$101,675",2,State Assembly,75,Wisconsin,2012
"$212,803","$42,561",5,State Assembly,75,Wisconsin,2010
"$19,492","$19,492",1,State Assembly,75,Wisconsin,2008
"$83,674","$41,837",2,State Assembly,75,Wisconsin,2006
"$40,305","$20,153",2,State Assembly,75,Wisconsin,2004
"$4,043","$2,022",2,State Assembly,75,Wisconsin,2002
"$49,461","$24,731",2,State Assembly,75,Wisconsin,2000
"$1,097,177","$52,247",21,State Assembly,75,Wisconsin,Total
"$84,560","$42,280",2,State Assembly,76,Wisconsin,2016
"$57,774","$57,774",1,State Assembly,76,Wisconsin,2014
"$100,051","$100,051",1,State Assembly,76,Wisconsin,2012
"$14,114","$7,057",2,State Assembly,76,Wisconsin,2010
"$7,126","$7,126",1,State Assembly,76,Wisconsin,2008
"$5,375","$5,375",1,State Assembly,76,Wisconsin,2006
"$4,932","$4,932",1,State Assembly,76,Wisconsin,2004
"$27,897","$13,949",2,State Assembly,76,Wisconsin,2000
"$301,829","$27,439",11,State Assembly,76,Wisconsin,Total
"$8,586","$8,586",1,State Assembly,77,Wisconsin,2016
"$10,501","$10,501",1,State Assembly,77,Wisconsin,2014
"$10,410","$10,410",1,State Assembly,77,Wisconsin,2012
"$228,176","$32,597",7,State Assembly,77,Wisconsin,2010
"$15,169","$15,169",1,State Assembly,77,Wisconsin,2008
"$10,344","$10,344",1,State Assembly,77,Wisconsin,2006
"$15,624","$15,624",1,State Assembly,77,Wisconsin,2004
"$26,423","$26,423",1,State Assembly,77,Wisconsin,2002
"$132,873","$132,873",1,State Assembly,77,Wisconsin,2000
"$458,106","$30,540",15,State Assembly,77,Wisconsin,Total
"$20,562","$6,854",3,State Assembly,78,Wisconsin,2016
"$66,322","$33,161",2,State Assembly,78,Wisconsin,2014
"$27,562","$9,187",3,State Assembly,78,Wisconsin,2012
"$15,710","$15,710",1,State Assembly,78,Wisconsin,2010
"$25,592","$25,592",1,State Assembly,78,Wisconsin,2008
"$8,220","$8,220",1,State Assembly,78,Wisconsin,2006
"$32,887","$16,444",2,State Assembly,78,Wisconsin,2004
"$4,070","$4,070",1,State Assembly,78,Wisconsin,2002
"$22,344","$22,344",1,State Assembly,78,Wisconsin,2000
"$223,269","$14,885",15,State Assembly,78,Wisconsin,Total
"$20,655","$10,328",2,State Assembly,79,Wisconsin,2016
"$39,328","$19,664",2,State Assembly,79,Wisconsin,2014
"$72,664","$36,332",2,State Assembly,79,Wisconsin,2012
"$62,369","$31,185",2,State Assembly,79,Wisconsin,2010
"$15,954","$7,977",2,State Assembly,79,Wisconsin,2008
"$16,542","$16,542",1,State Assembly,79,Wisconsin,2006
"$78,171","$26,057",3,State Assembly,79,Wisconsin,2004
"$176,808","$58,936",3,State Assembly,79,Wisconsin,2002
"$136,126","$45,375",3,State Assembly,79,Wisconsin,2000
"$618,617","$30,931",20,State Assembly,79,Wisconsin,Total
"$14,759","$7,380",2,State Assembly,80,Wisconsin,2016
"$8,326","$8,326",1,State Assembly,80,Wisconsin,2014
"$76,848","$25,616",3,State Assembly,80,Wisconsin,2012
"$151,294","$75,647",2,State Assembly,80,Wisconsin,2010
"$276,912","$92,304",3,State Assembly,80,Wisconsin,2008
"$184,676","$61,559",3,State Assembly,80,Wisconsin,2006
"$183,142","$61,047",3,State Assembly,80,Wisconsin,2004
"$24,143","$12,072",2,State Assembly,80,Wisconsin,2002
"$71,003","$17,751",4,State Assembly,80,Wisconsin,2000
"$991,103","$43,091",23,State Assembly,80,Wisconsin,Total
"$30,379","$15,190",2,State Assembly,81,Wisconsin,2016
"$172,125","$28,688",6,State Assembly,81,Wisconsin,2014
"$31,219","$15,610",2,State Assembly,81,Wisconsin,2012
"$20,425","$20,425",1,State Assembly,81,Wisconsin,2010
"$201,304","$33,551",6,State Assembly,81,Wisconsin,2008
"$56,019","$28,010",2,State Assembly,81,Wisconsin,2006
"$5,705","$5,705",1,State Assembly,81,Wisconsin,2004
"$32,160","$16,080",2,State Assembly,81,Wisconsin,2002
"$30,373","$15,187",2,State Assembly,81,Wisconsin,2000
"$579,709","$24,155",24,State Assembly,81,Wisconsin,Total
"$10,732","$10,732",1,State Assembly,82,Wisconsin,2016
"$17,523","$17,523",1,State Assembly,82,Wisconsin,2014
"$14,600","$7,300",2,State Assembly,82,Wisconsin,2012
"$43,724","$21,862",2,State Assembly,82,Wisconsin,2010
"$51,752","$51,752",1,State Assembly,82,Wisconsin,2008
"$49,120","$49,120",1,State Assembly,82,Wisconsin,2006
"$43,019","$43,019",1,State Assembly,82,Wisconsin,2004
"$28,916","$28,916",1,State Assembly,82,Wisconsin,2002
"$50,956","$25,478",2,State Assembly,82,Wisconsin,2000
"$310,342","$25,862",12,State Assembly,82,Wisconsin,Total
"$52,262","$13,066",4,State Assembly,83,Wisconsin,2016
"$47,263","$23,632",2,State Assembly,83,Wisconsin,2014
"$41,567","$20,784",2,State Assembly,83,Wisconsin,2012
"$46,397","$23,199",2,State Assembly,83,Wisconsin,2010
"$49,668","$24,834",2,State Assembly,83,Wisconsin,2008
"$80,605","$26,868",3,State Assembly,83,Wisconsin,2006
"$28,266","$28,266",1,State Assembly,83,Wisconsin,2004
"$18,363","$18,363",1,State Assembly,83,Wisconsin,2002
"$49,531","$24,766",2,State Assembly,83,Wisconsin,2000
"$413,922","$21,785",19,State Assembly,83,Wisconsin,Total
"$46,712","$46,712",1,State Assembly,84,Wisconsin,2016
"$11,638","$11,638",1,State Assembly,84,Wisconsin,2014
"$28,434","$28,434",1,State Assembly,84,Wisconsin,2012
"$212,534","$42,507",5,State Assembly,84,Wisconsin,2010
"$38,642","$38,642",1,State Assembly,84,Wisconsin,2008
"$65,104","$65,104",1,State Assembly,84,Wisconsin,2006
"$69,329","$69,329",1,State Assembly,84,Wisconsin,2004
"$116,830","$58,415",2,State Assembly,84,Wisconsin,2002
"$53,860","$53,860",1,State Assembly,84,Wisconsin,2000
"$643,083","$45,935",14,State Assembly,84,Wisconsin,Total
"$602,150","$301,075",2,State Assembly,85,Wisconsin,2016
"$227,294","$113,647",2,State Assembly,85,Wisconsin,2014
"$224,198","$74,733",3,State Assembly,85,Wisconsin,2012
"$48,878","$24,439",2,State Assembly,85,Wisconsin,2010
"$38,049","$19,025",2,State Assembly,85,Wisconsin,2008
"$45,754","$22,877",2,State Assembly,85,Wisconsin,2006
"$115,583","$23,117",5,State Assembly,85,Wisconsin,2004
"$17,890","$17,890",1,State Assembly,85,Wisconsin,2002
"$54,090","$27,045",2,State Assembly,85,Wisconsin,2000
"$1,373,886","$65,423",21,State Assembly,85,Wisconsin,Total
"$66,139","$16,535",4,State Assembly,86,Wisconsin,2016
"$54,975","$27,488",2,State Assembly,86,Wisconsin,2014
"$116,856","$38,952",3,State Assembly,86,Wisconsin,2012
"$61,572","$20,524",3,State Assembly,86,Wisconsin,2010
"$159,377","$79,689",2,State Assembly,86,Wisconsin,2008
"$55,795","$27,898",2,State Assembly,86,Wisconsin,2006
"$89,739","$44,870",2,State Assembly,86,Wisconsin,2004
"$70,437","$35,219",2,State Assembly,86,Wisconsin,2002
"$143,974","$71,987",2,State Assembly,86,Wisconsin,2000
"$818,864","$37,221",22,State Assembly,86,Wisconsin,Total
"$73,923","$36,962",2,State Assembly,87,Wisconsin,2016
"$77,958","$15,592",5,State Assembly,87,Wisconsin,2014
"$67,657","$33,829",2,State Assembly,87,Wisconsin,2012
"$145,761","$72,881",2,State Assembly,87,Wisconsin,2010
"$134,389","$67,195",2,State Assembly,87,Wisconsin,2008
"$75,755","$25,252",3,State Assembly,87,Wisconsin,2006
"$130,010","$65,005",2,State Assembly,87,Wisconsin,2004
"$140,495","$17,562",8,State Assembly,87,Wisconsin,2002
"$28,110","$9,370",3,State Assembly,87,Wisconsin,2000
"$874,058","$30,140",29,State Assembly,87,Wisconsin,Total
"$86,985","$43,493",2,State Assembly,88,Wisconsin,2016
"$204,740","$102,370",2,State Assembly,88,Wisconsin,2014
"$76,942","$38,471",2,State Assembly,88,Wisconsin,2012
"$198,183","$99,092",2,State Assembly,88,Wisconsin,2010
"$143,385","$71,693",2,State Assembly,88,Wisconsin,2008
"$82,937","$27,646",3,State Assembly,88,Wisconsin,2006
"$62,015","$31,008",2,State Assembly,88,Wisconsin,2004
"$50,364","$25,182",2,State Assembly,88,Wisconsin,2002
"$150,673","$37,668",4,State Assembly,88,Wisconsin,2000
"$1,056,224","$50,296",21,State Assembly,88,Wisconsin,Total
"$208,267","$104,134",2,State Assembly,89,Wisconsin,2016
"$170,334","$170,334",1,State Assembly,89,Wisconsin,2014
"$124,355","$62,178",2,State Assembly,89,Wisconsin,2012
"$55,416","$27,708",2,State Assembly,89,Wisconsin,2010
"$70,574","$35,287",2,State Assembly,89,Wisconsin,2008
"$72,778","$24,259",3,State Assembly,89,Wisconsin,2006
"$353,448","$117,816",3,State Assembly,89,Wisconsin,2004
"$111,885","$37,295",3,State Assembly,89,Wisconsin,2002
"$107,323","$53,662",2,State Assembly,89,Wisconsin,2000
"$1,274,380","$63,719",20,State Assembly,89,Wisconsin,Total
"$34,966","$34,966",1,State Assembly,90,Wisconsin,2016
"$48,771","$16,257",3,State Assembly,90,Wisconsin,2014
"$29,737","$9,912",3,State Assembly,90,Wisconsin,2012
"$84,425","$28,142",3,State Assembly,90,Wisconsin,2010
"$158,164","$79,082",2,State Assembly,90,Wisconsin,2008
"$95,297","$31,766",3,State Assembly,90,Wisconsin,2006
"$140,084","$70,042",2,State Assembly,90,Wisconsin,2004
"$148,953","$49,651",3,State Assembly,90,Wisconsin,2002
"$96,374","$48,187",2,State Assembly,90,Wisconsin,2000
"$836,771","$38,035",22,State Assembly,90,Wisconsin,Total
"$90,658","$45,329",2,State Assembly,91,Wisconsin,2016
"$23,713","$23,713",1,State Assembly,91,Wisconsin,2014
"$35,239","$35,239",1,State Assembly,91,Wisconsin,2012
"$42,207","$21,104",2,State Assembly,91,Wisconsin,2010
"$207,375","$23,042",9,State Assembly,91,Wisconsin,2008
"$32,530","$10,843",3,State Assembly,91,Wisconsin,2006
"$27,474","$13,737",2,State Assembly,91,Wisconsin,2004
"$5,510","$2,755",2,State Assembly,91,Wisconsin,2002
"$12,967","$12,967",1,State Assembly,91,Wisconsin,2000
"$477,673","$20,768",23,State Assembly,91,Wisconsin,Total
"$74,396","$24,799",3,State Assembly,92,Wisconsin,2016
"$29,489","$14,745",2,State Assembly,92,Wisconsin,2014
"$14,402","$14,402",1,State Assembly,92,Wisconsin,2012
"$116,675","$58,338",2,State Assembly,92,Wisconsin,2010
"$176,015","$58,672",3,State Assembly,92,Wisconsin,2008
"$60,051","$30,026",2,State Assembly,92,Wisconsin,2006
"$38,558","$19,279",2,State Assembly,92,Wisconsin,2004
"$15,120","$7,560",2,State Assembly,92,Wisconsin,2002
"$38,203","$38,203",1,State Assembly,92,Wisconsin,2000
"$562,909","$31,273",18,State Assembly,92,Wisconsin,Total
"$75,994","$75,994",1,State Assembly,93,Wisconsin,2016
"$183,886","$91,943",2,State Assembly,93,Wisconsin,2014
"$236,017","$118,009",2,State Assembly,93,Wisconsin,2012
"$136,419","$34,105",4,State Assembly,93,Wisconsin,2010
"$180,470","$60,157",3,State Assembly,93,Wisconsin,2008
"$102,403","$51,202",2,State Assembly,93,Wisconsin,2006
"$81,880","$27,293",3,State Assembly,93,Wisconsin,2004
"$24,253","$24,253",1,State Assembly,93,Wisconsin,2002
"$84,235","$42,118",2,State Assembly,93,Wisconsin,2000
"$1,105,557","$55,278",20,State Assembly,93,Wisconsin,Total
"$212,108","$106,054",2,State Assembly,94,Wisconsin,2016
"$84,867","$42,434",2,State Assembly,94,Wisconsin,2014
"$67,993","$22,664",3,State Assembly,94,Wisconsin,2012
"$128,455","$64,228",2,State Assembly,94,Wisconsin,2010
"$293,598","$146,799",2,State Assembly,94,Wisconsin,2008
"$236,580","$78,860",3,State Assembly,94,Wisconsin,2006
"$122,969","$40,990",3,State Assembly,94,Wisconsin,2004
"$51,163","$25,582",2,State Assembly,94,Wisconsin,2002
"$69,298","$34,649",2,State Assembly,94,Wisconsin,2000
"$1,267,031","$60,335",21,State Assembly,94,Wisconsin,Total
"$10,025","$10,025",1,State Assembly,95,Wisconsin,2016
"$19,985","$19,985",1,State Assembly,95,Wisconsin,2014
"$16,430","$16,430",1,State Assembly,95,Wisconsin,2012
"$70,197","$23,399",3,State Assembly,95,Wisconsin,2010
"$24,084","$24,084",1,State Assembly,95,Wisconsin,2008
"$11,417","$11,417",1,State Assembly,95,Wisconsin,2006
"$26,321","$26,321",1,State Assembly,95,Wisconsin,2004
"$12,942","$6,471",2,State Assembly,95,Wisconsin,2002
"$119,198","$29,800",4,State Assembly,95,Wisconsin,2000
"$310,599","$20,707",15,State Assembly,95,Wisconsin,Total
"$84,382","$42,191",2,State Assembly,96,Wisconsin,2016
"$153,108","$76,554",2,State Assembly,96,Wisconsin,2014
"$102,770","$51,385",2,State Assembly,96,Wisconsin,2012
"$107,419","$53,710",2,State Assembly,96,Wisconsin,2010
"$167,282","$83,641",2,State Assembly,96,Wisconsin,2008
"$71,277","$35,639",2,State Assembly,96,Wisconsin,2006
"$210,692","$35,115",6,State Assembly,96,Wisconsin,2004
"$31,105","$15,553",2,State Assembly,96,Wisconsin,2002
"$52,033","$17,344",3,State Assembly,96,Wisconsin,2000
"$980,068","$42,612",23,State Assembly,96,Wisconsin,Total
"$36,319","$36,319",1,State Assembly,97,Wisconsin,2016
"$143,508","$23,918",6,State Assembly,97,Wisconsin,2014
"$75,254","$37,627",2,State Assembly,97,Wisconsin,2012
"$50,181","$25,091",2,State Assembly,97,Wisconsin,2010
"$140,564","$46,855",3,State Assembly,97,Wisconsin,2008
"$94,747","$31,582",3,State Assembly,97,Wisconsin,2006
"$31,161","$31,161",1,State Assembly,97,Wisconsin,2004
"$47,859","$7,977",6,State Assembly,97,Wisconsin,2002
"$34,981","$17,491",2,State Assembly,97,Wisconsin,2000
"$654,574","$25,176",26,State Assembly,97,Wisconsin,Total
"$21,390","$21,390",1,State Assembly,98,Wisconsin,2016
"$22,632","$22,632",1,State Assembly,98,Wisconsin,2014
"$110,466","$55,233",2,State Assembly,98,Wisconsin,2012
"$32,161","$10,720",3,State Assembly,98,Wisconsin,2010
"$37,956","$18,978",2,State Assembly,98,Wisconsin,2008
"$147,384","$24,564",6,State Assembly,98,Wisconsin,2006
"$56,202","$56,202",1,State Assembly,98,Wisconsin,2004
"$278,374","$92,791",3,State Assembly,98,Wisconsin,2002
"$30,546","$30,546",1,State Assembly,98,Wisconsin,2000
"$737,111","$36,856",20,State Assembly,98,Wisconsin,Total
"$15,415","$15,415",1,State Assembly,99,Wisconsin,2016
"$104,028","$52,014",2,State Assembly,99,Wisconsin,2014
"$140,918","$70,459",2,State Assembly,99,Wisconsin,2012
"$58,719","$14,680",4,State Assembly,99,Wisconsin,2010
"$15,310","$15,310",1,State Assembly,99,Wisconsin,2008
"$16,495","$16,495",1,State Assembly,99,Wisconsin,2006
"$31,340","$10,447",3,State Assembly,99,Wisconsin,2004
"$16,110","$5,370",3,State Assembly,99,Wisconsin,2002
"$31,697","$31,697",1,State Assembly,99,Wisconsin,2000
"$430,032","$23,891",18,State Assembly,99,Wisconsin,Total
"$24,698","$8,233",3,State Senate,1,Wyoming,2018
"$26,981","$8,994",3,State Senate,1,Wyoming,2014
$200,$200,1,State Senate,1,Wyoming,2012
"$18,024","$6,008",3,State Senate,1,Wyoming,2010
"$1,182","$1,182",1,State Senate,1,Wyoming,2006
"$3,978","$3,978",1,State Senate,1,Wyoming,2004
"$4,815","$4,815",1,State Senate,1,Wyoming,2002
"$79,878","$6,144",13,State Senate,1,Wyoming,Total
"$15,720","$5,240",3,State Senate,2,Wyoming,2016
"$6,250","$6,250",1,State Senate,2,Wyoming,2012
"$18,799","$9,400",2,State Senate,2,Wyoming,2008
"$2,335","$2,335",1,State Senate,2,Wyoming,2004
"$17,949","$8,975",2,State Senate,2,Wyoming,2000
"$61,053","$6,784",9,State Senate,2,Wyoming,Total
"$27,949","$9,316",3,State Senate,3,Wyoming,2018
"$1,512","$1,512",1,State Senate,3,Wyoming,2014
"$35,747","$17,874",2,State Senate,3,Wyoming,2010
"$41,586","$10,397",4,State Senate,3,Wyoming,2006
"$1,477","$1,477",1,State Senate,3,Wyoming,2002
"$108,271","$9,843",11,State Senate,3,Wyoming,Total
"$106,085","$26,521",4,State Senate,4,Wyoming,2016
"$7,300","$7,300",1,State Senate,4,Wyoming,2012
$250,$250,1,State Senate,4,Wyoming,2010
"$2,950","$2,950",1,State Senate,4,Wyoming,2008
"$34,920","$17,460",2,State Senate,4,Wyoming,2004
"$19,945","$9,973",2,State Senate,4,Wyoming,2000
"$171,450","$15,586",11,State Senate,4,Wyoming,Total
"$46,100","$15,367",3,State Senate,5,Wyoming,2018
"$36,388","$18,194",2,State Senate,5,Wyoming,2014
"$47,586","$23,793",2,State Senate,5,Wyoming,2010
"$81,600","$10,200",8,State Senate,5,Wyoming,2006
"$7,306","$3,653",2,State Senate,5,Wyoming,2002
"$218,980","$12,881",17,State Senate,5,Wyoming,Total
"$75,457","$18,864",4,State Senate,6,Wyoming,2016
"$32,275","$10,758",3,State Senate,6,Wyoming,2012
"$30,615","$15,308",2,State Senate,6,Wyoming,2008
"$51,099","$12,775",4,State Senate,6,Wyoming,2004
"$11,245","$5,623",2,State Senate,6,Wyoming,2000
"$200,691","$13,379",15,State Senate,6,Wyoming,Total
"$4,450","$4,450",1,State Senate,7,Wyoming,2018
"$33,218","$16,609",2,State Senate,7,Wyoming,2014
"$22,685","$11,343",2,State Senate,7,Wyoming,2010
"$2,400","$2,400",1,State Senate,7,Wyoming,2006
$625,$625,1,State Senate,7,Wyoming,2002
"$63,378","$9,054",7,State Senate,7,Wyoming,Total
"$82,974","$41,487",2,State Senate,8,Wyoming,2016
"$17,080","$8,540",2,State Senate,8,Wyoming,2012
"$5,681","$5,681",1,State Senate,8,Wyoming,2008
"$4,050","$4,050",1,State Senate,8,Wyoming,2004
"$2,337","$2,337",1,State Senate,8,Wyoming,2000
"$112,122","$16,017",7,State Senate,8,Wyoming,Total
$0,$0,1,State Senate,9,Wyoming,2018
$500,$500,1,State Senate,9,Wyoming,2014
"$15,316","$7,658",2,State Senate,9,Wyoming,2010
"$1,825","$1,825",1,State Senate,9,Wyoming,2006
$905,$905,1,State Senate,9,Wyoming,2002
"$18,546","$3,091",6,State Senate,9,Wyoming,Total
"$27,147","$13,574",2,State Senate,10,Wyoming,2016
"$26,052","$13,026",2,State Senate,10,Wyoming,2012
"$14,083","$7,042",2,State Senate,10,Wyoming,2008
"$14,596","$7,298",2,State Senate,10,Wyoming,2004
"$12,700","$6,350",2,State Senate,10,Wyoming,2000
"$94,578","$9,458",10,State Senate,10,Wyoming,Total
"$13,064","$6,532",2,State Senate,11,Wyoming,2018
"$7,451","$3,726",2,State Senate,11,Wyoming,2014
"$22,017","$5,504",4,State Senate,11,Wyoming,2010
"$10,166","$3,389",3,State Senate,11,Wyoming,2006
"$15,551","$7,776",2,State Senate,11,Wyoming,2002
"$68,249","$5,250",13,State Senate,11,Wyoming,Total
"$3,950","$3,950",1,State Senate,12,Wyoming,2016
"$10,204","$10,204",1,State Senate,12,Wyoming,2012
"$6,575","$6,575",1,State Senate,12,Wyoming,2008
"$3,424","$3,424",1,State Senate,12,Wyoming,2004
"$27,914","$13,957",2,State Senate,12,Wyoming,2000
"$52,067","$8,678",6,State Senate,12,Wyoming,Total
"$31,481","$10,494",3,State Senate,13,Wyoming,2018
"$4,925","$4,925",1,State Senate,13,Wyoming,2014
"$4,800","$4,800",1,State Senate,13,Wyoming,2010
"$10,930","$10,930",1,State Senate,13,Wyoming,2006
"$8,330","$4,165",2,State Senate,13,Wyoming,2002
"$60,466","$7,558",8,State Senate,13,Wyoming,Total
"$13,711","$4,570",3,State Senate,14,Wyoming,2016
"$16,490","$5,497",3,State Senate,14,Wyoming,2012
"$4,150","$4,150",1,State Senate,14,Wyoming,2008
"$28,172","$14,086",2,State Senate,14,Wyoming,2004
"$1,600","$1,600",1,State Senate,14,Wyoming,2000
"$64,123","$6,412",10,State Senate,14,Wyoming,Total
"$30,192","$6,038",5,State Senate,15,Wyoming,2018
"$14,018","$4,673",3,State Senate,15,Wyoming,2014
"$22,786","$11,393",2,State Senate,15,Wyoming,2010
"$2,579","$2,579",1,State Senate,15,Wyoming,2006
"$16,563","$8,282",2,State Senate,15,Wyoming,2002
"$86,138","$6,626",13,State Senate,15,Wyoming,Total
$0,$0,2,State Senate,16,Wyoming,2016
"$10,835","$10,835",1,State Senate,16,Wyoming,2008
"$51,394","$8,566",6,State Senate,16,Wyoming,2004
$888,$888,1,State Senate,16,Wyoming,2000
"$63,117","$6,312",10,State Senate,16,Wyoming,Total
"$44,680","$22,340",2,State Senate,17,Wyoming,2018
"$4,550","$4,550",1,State Senate,17,Wyoming,2014
"$56,436","$28,218",2,State Senate,17,Wyoming,2010
"$145,061","$48,354",3,State Senate,17,Wyoming,2006
"$2,775","$2,775",1,State Senate,17,Wyoming,2002
"$253,502","$28,167",9,State Senate,17,Wyoming,Total
"$30,233","$15,117",2,State Senate,18,Wyoming,2016
"$61,138","$30,569",2,State Senate,18,Wyoming,2012
"$2,800","$2,800",1,State Senate,18,Wyoming,2008
"$3,175","$3,175",1,State Senate,18,Wyoming,2004
"$2,150","$2,150",1,State Senate,18,Wyoming,2000
"$99,496","$14,214",7,State Senate,18,Wyoming,Total
"$12,664","$6,332",2,State Senate,19,Wyoming,2018
"$2,950","$2,950",1,State Senate,19,Wyoming,2014
"$1,000","$1,000",1,State Senate,19,Wyoming,2010
"$6,077","$3,039",2,State Senate,19,Wyoming,2006
"$13,259","$4,420",3,State Senate,19,Wyoming,2002
"$35,950","$3,994",9,State Senate,19,Wyoming,Total
"$30,964","$7,741",4,State Senate,20,Wyoming,2016
"$1,850","$1,850",1,State Senate,20,Wyoming,2012
"$2,900","$2,900",1,State Senate,20,Wyoming,2008
"$14,237","$7,119",2,State Senate,20,Wyoming,2004
"$1,206","$1,206",1,State Senate,20,Wyoming,2000
"$51,157","$5,684",9,State Senate,20,Wyoming,Total
"$17,722","$5,907",3,State Senate,21,Wyoming,2018
"$1,650","$1,650",1,State Senate,21,Wyoming,2014
"$1,650","$1,650",1,State Senate,21,Wyoming,2010
"$2,225","$2,225",1,State Senate,21,Wyoming,2006
"$48,287","$24,144",2,State Senate,21,Wyoming,2002
"$71,534","$8,942",8,State Senate,21,Wyoming,Total
"$8,598","$8,598",1,State Senate,22,Wyoming,2016
"$21,524","$10,762",2,State Senate,22,Wyoming,2012
"$5,485","$2,743",2,State Senate,22,Wyoming,2008
"$1,900","$1,900",1,State Senate,22,Wyoming,2004
$375,$375,1,State Senate,22,Wyoming,2000
"$37,882","$5,412",7,State Senate,22,Wyoming,Total
